"";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"11";"RT @cupandowl: Lovely #Paragon teacup and saucer #etsy #giftideas #gifts #teaparty #teatime #vintage #ShoppersHour https://t.co/tlT9Ifz2yA";FALSE;0;NA;2016-10-25 10:08:01;FALSE;NA;"790857439423766528";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"midler_helen";7;TRUE;FALSE;NA;NA
"12";"RT @fieldsofvintage: #ChristmasTree #TeapotSet / Creamer and Sugar #christmasteapot #teatime #teasetting https://t.co/8IZrG7O0zu  #etsy #ho…";FALSE;0;NA;2016-10-25 10:05:55;FALSE;NA;"790856909490302976";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"midler_helen";4;TRUE;FALSE;NA;NA
"13";"RT @ImpactLVN: 2/2 here in Japan. @SantanaGarrett_ #TeaTime #TagTeam #WomensWrestling #Stardom @we_are_stardom https://t.co/ubCRbaul35";FALSE;0;NA;2016-10-25 10:02:59;FALSE;NA;"790856173066956800";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"abel_jr82";30;TRUE;FALSE;NA;NA
"14";"RT @theeastate: @JoannaBlythman pop along to #teatime community dinner we run with @GlasgowNE - access to fresh, local, quality food. A goo…";FALSE;0;NA;2016-10-25 09:55:28;FALSE;NA;"790854281280839681";NA;"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>";"BigLunchScotlnd";1;TRUE;FALSE;NA;NA
"15";"Deffo 4 for me!! #tea #ilovetea #teatime #milkytea #onesugar https://t.co/VVpgCqR2qz";FALSE;1;NA;2016-10-25 09:50:04;FALSE;NA;"790852922804436992";NA;"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>";"Charlarooz";0;FALSE;FALSE;NA;NA
"16";"Tea Time in Australia #TeaTime https://t.co/dHEK3p3Kfy";FALSE;1;NA;2016-10-25 09:45:29;FALSE;NA;"790851767055646720";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"nwp_w";0;FALSE;FALSE;NA;NA
"17";"Could Go For A Cup Of Tea Right About Now? <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>#tea #teaofthemonth #teatime #blacktea #greentea #tealover #teavana https://t.co/ZROCDkKXfO";FALSE;2;NA;2016-10-25 09:33:48;FALSE;NA;"790848829599916032";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"TeailyTea";1;FALSE;FALSE;NA;NA
"18";"RT @CDarkThings: We've got a busy week of rehearsals ahead of our @jacksons_lane show. but right now it's #teatime! #puppetsknowbest #Melan…";FALSE;0;NA;2016-10-25 09:32:14;FALSE;NA;"790848432755859456";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"LJOrmiston";1;TRUE;FALSE;NA;NA
"19";"We've got a busy week of rehearsals ahead of our @jacksons_lane show. but right now it's #teatime! #puppetsknowbest… https://t.co/T9DwJtc2SL";FALSE;2;NA;2016-10-25 09:28:30;TRUE;NA;"790847496163618817";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"CDarkThings";1;FALSE;FALSE;NA;NA
"20";"#teatime at @Flipconnect, Jamie has made giant #bourbon and #custardcream for #biscuitweek #GBBO #telecom #baking https://t.co/jVVo5LDrCM";FALSE;1;NA;2016-10-25 09:27:42;FALSE;NA;"790847294346260481";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"Flipconnect";0;FALSE;FALSE;NA;NA
"21";"RT @PraanaAu: Many of our herbal teas are delicately infused with green tea.

#teatime
#greentea https://t.co/kivNlFrqZh";FALSE;0;NA;2016-10-25 09:15:34;FALSE;NA;"790844239680770049";NA;"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>";"MatchaDrinkers";1;TRUE;FALSE;NA;NA
"22";"Looking forward to meeting more students today @Uni_of_Essex but first, tea time! #starbucks #TeaTime #Tazo #grads… https://t.co/EbznsSsdHa";FALSE;0;NA;2016-10-25 09:14:50;TRUE;NA;"790844056108687361";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"MarkelUni_UK";0;FALSE;FALSE;NA;NA
"23";"#RoyaleGiveaways - #Win a #casaWare Serenity 7-Piece #Tea Pot Set $70 value #LaPrimaShops #Teatime Enter Daily https://t.co/YvTZCIHi27";FALSE;0;NA;2016-10-25 09:14:30;FALSE;NA;"790843971614441472";NA;"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>";"SarahArellano14";0;FALSE;FALSE;NA;NA
"24";"Many of our herbal teas are delicately infused with green tea.

#teatime
#greentea https://t.co/kivNlFrqZh";FALSE;0;NA;2016-10-25 09:11:25;FALSE;NA;"790843193231192064";NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";"PraanaAu";1;FALSE;FALSE;NA;NA
"25";"@JoannaBlythman pop along to #teatime community dinner we run with @GlasgowNE - access to fresh, local, quality food. A good starting point?";FALSE;4;"JoannaBlythman";2016-10-25 09:06:44;FALSE;"790817595356250113";"790842016989122560";"423438598";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"theeastate";1;FALSE;FALSE;NA;NA
"26";"RT @handmadetea: Lovely quote from William Ewart Gladstone <U+2615>#looseleaftea #tea #teatime #teacup #<U+2615> https://t.co/aeQlhDcg3B";FALSE;0;NA;2016-10-25 09:04:20;FALSE;NA;"790841414397464577";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"RenaAppletea";21;TRUE;FALSE;NA;NA
"27";"RT @handmadetea: ""Rainy days should be spent at home with a cup of tea and a good book."" - Bill Watterson #looseleaftea #tea #teatime https…";FALSE;0;NA;2016-10-25 09:04:17;FALSE;NA;"790841399100907521";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"RenaAppletea";25;TRUE;FALSE;NA;NA
"28";"RT @sylvanianshop: Grandma Hazel loves to have a #JammieDodger with her morning cup of tea!
#SylvanianShop #SylvanianFamilies #Tea #teatime…";FALSE;0;NA;2016-10-25 09:00:24;FALSE;NA;"790840423602413568";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>";"sylvaniantime";3;TRUE;FALSE;NA;NA
"29";"Won't you have tea with me?
#strawberrytea #teatime https://t.co/CIJVE9hUcc";FALSE;2;NA;2016-10-25 08:49:01;FALSE;NA;"790837558678659072";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"RenaAppletea";0;FALSE;FALSE;NA;NA
"30";"The finest of tea served to relax you after a well-travelled journey! At Niranta, we are always ready to serve.… https://t.co/c8kUyXJ7co";FALSE;1;NA;2016-10-25 08:30:55;TRUE;NA;"790833004226772992";NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>";"NirantaHotel";0;FALSE;FALSE;NA;NA
"31";"Good morning #TeaTime https://t.co/lTOd68wP2d";FALSE;3;NA;2016-10-25 08:20:10;FALSE;NA;"790830297340342272";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"MissStClairxox";0;FALSE;FALSE;NA;NA
"32";"Nothing more relaxing than a nice cup of tea! We totally agree with you @thetraineeteacher 

#Teatime #Breakfast… https://t.co/2WNwo5HECT";FALSE;1;NA;2016-10-25 08:19:27;TRUE;NA;"790830116351926272";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"CheeseCo4";0;FALSE;FALSE;NA;NA
"33";"#RoyaleGiveaways - #Win a #casaWare Serenity 7-Piece #Tea Pot Set $70 value #LaPrimaShops #Teatime Enter Daily https://t.co/s4n6OCbQLS";FALSE;0;NA;2016-10-25 08:17:45;FALSE;NA;"790829687937335296";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"flyingping";0;FALSE;FALSE;NA;NA
"34";"RT @TeailyTea: Could Go For A Cup Of Tea Right About Now? <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>#tea #teaofthemonth #teatime #blacktea #greentea #tealover #teavana https://t.co…";FALSE;0;NA;2016-10-25 08:05:28;FALSE;NA;"790826597448192000";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"373_5963";2;TRUE;FALSE;NA;NA
"35";"RT @TeailyTea: Could Go For A Cup Of Tea Right About Now? <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>#tea #teaofthemonth #teatime #blacktea #greentea #tealover #teavana https://t.co…";FALSE;0;NA;2016-10-25 08:05:22;FALSE;NA;"790826574836662272";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"373_5963";2;TRUE;FALSE;NA;NA
"36";"Repost @heavy_cat_ Tea @TheBalcon for the best start of your day! Good morning classy #LondonLife, it's #TeaTime https://t.co/95qWSoSns9";FALSE;4;NA;2016-10-25 08:04:54;FALSE;NA;"790826456343535616";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"TheBalcon";0;FALSE;FALSE;NA;NA
"37";"Dirty Pretty Things <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> there, I'm in Love. #afternoonGrind #bookLove #teaTime #dirtyprettythings… https://t.co/NvMQwNWaFG";FALSE;0;NA;2016-10-25 07:51:56;FALSE;NA;"790823194080972800";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"iamerikajaneO";0;FALSE;FALSE;NA;NA
"38";"RT @cupandowl: Lovely #Paragon teacup and saucer #etsy #giftideas #gifts #teaparty #teatime #vintage #ShoppersHour https://t.co/tlT9Ifz2yA";FALSE;0;NA;2016-10-25 07:35:59;FALSE;NA;"790819179066757120";NA;"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>";"CranberryManor";7;TRUE;FALSE;NA;NA
"39";"RT @cupandowl: Lovely #Paragon teacup and saucer #etsy #giftideas #gifts #teaparty #teatime #vintage #ShoppersHour https://t.co/tlT9Ifz2yA";FALSE;0;NA;2016-10-25 07:30:05;FALSE;NA;"790817692747956224";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"labelladiva";7;TRUE;FALSE;NA;NA
"40";"RT @CocoBarclay: Lovely review of the @Quaintlyuk tea box that included our tea wallet! Read it below #TeaTime #gift #WantOne

https://t.co…";FALSE;0;NA;2016-10-25 07:29:53;FALSE;NA;"790817643129348097";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Quaintlyuk";1;TRUE;FALSE;NA;NA
"41";"RT @cupandowl: Lovely #Paragon teacup and saucer #etsy #giftideas #gifts #teaparty #teatime #vintage #ShoppersHour https://t.co/tlT9Ifz2yA";FALSE;0;NA;2016-10-25 07:11:31;FALSE;NA;"790813020867944448";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"MyFabricHeaven";7;TRUE;FALSE;NA;NA
"42";"Lovely review of the @Quaintlyuk tea box that included our tea wallet! Read it below #TeaTime #gift #WantOne

https://t.co/JFLmCaU8YZ";FALSE;1;NA;2016-10-25 07:09:56;FALSE;NA;"790812621515685888";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>";"CocoBarclay";1;FALSE;FALSE;NA;NA
"43";"Not bad... dexquisiteid
#teatime #japanese #tea #latepost @ D'… https://t.co/axZRwop3Bf";FALSE;1;NA;2016-10-25 07:05:41;FALSE;NA;"790811553041821696";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"jeffrey_alxndr";0;FALSE;FALSE;NA;NA
"44";"Tasty Pastry Party. (3x)<ed><U+00A0><U+00BD><ed><U+00B8><U+009B>

#food #photography #teatime #home
#vsco #vscocam #love #pastry… https://t.co/XiiXXijULf";FALSE;1;NA;2016-10-25 07:05:30;FALSE;NA;"790811506858418176";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"JasmineMaeRayos";0;FALSE;FALSE;NA;NA
"45";"That's all the time we have for #TeaTimeWithTita. Tune in every Tuesday and Thursday from 1-3 pm for more #TeaTime.";FALSE;4;NA;2016-10-25 07:01:24;FALSE;NA;"790810476024213504";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"MAGISRadio";0;FALSE;FALSE;NA;NA
"46";"RT @cupandowl: 8 Gorgeous pink rose plates by Royal Stafford #etsy #etsyfinds #giftideas #etsysocial #vintage #teaparty #teatime https://t.…";FALSE;0;NA;2016-10-25 06:55:39;FALSE;NA;"790809028653899776";NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"nancyandnell1";13;TRUE;FALSE;NA;NA
"47";"""Marks and Spencer is the best place for a tito and a tita."" #TeaTime";FALSE;0;NA;2016-10-25 06:54:09;FALSE;NA;"790808651086782464";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"MAGISRadio";0;FALSE;FALSE;NA;NA
"48";"RT @cupandowl: 8 Gorgeous pink rose plates by Royal Stafford #etsy #etsyfinds #giftideas #etsysocial #vintage #teaparty #teatime https://t.…";FALSE;0;NA;2016-10-25 06:51:46;FALSE;NA;"790808050164785152";NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"kentskrafts";13;TRUE;FALSE;NA;NA
"49";"""If you have nothing good to say online, then don't say anything at all."" #TeaTime.";FALSE;2;NA;2016-10-25 06:51:34;FALSE;NA;"790808001468731392";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"MAGISRadio";0;FALSE;FALSE;NA;NA
"50";"earthern cup me chai pine ka maja hi kuch aur h boss¢<U+FE0F> #tea #teatime #tealovers <U+2615><U+FE0F> #nofilter #office #iphone6 click… https://t.co/xcAqeLfR2K";FALSE;1;NA;2016-10-25 06:50:54;TRUE;NA;"790807834875211778";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"myrjvedangee";0;FALSE;FALSE;NA;NA
"51";"Hand painted flower tea bowls by Okabe Michiko #Arita #ceramics #teacup #sencha #teatime #… https://t.co/SJ3LGqMLYR https://t.co/E8vDEBAoil";FALSE;0;NA;2016-10-25 06:46:22;FALSE;NA;"790806693265436672";NA;"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>";"ArtisticNippon";0;FALSE;FALSE;NA;NA
"52";"RT @truehoneyteas: Like #peppermint #tea?! Get some Belmont Blend Peppermint, 50% off with coupon code BELBLEND. #teatime #whatadeal https:…";FALSE;0;NA;2016-10-25 06:40:58;FALSE;NA;"790805332092030976";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Angellaxmi_11";16;TRUE;FALSE;NA;NA
"53";"RT @HealthyUNow: Ever get stumped at what kind of tea to order? This should help. #TeaTime #Nutrition https://t.co/cHXcKaOfOQ";FALSE;0;NA;2016-10-25 06:34:04;FALSE;NA;"790803596187168768";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"pathway2pink";4;TRUE;FALSE;NA;NA
"54";"#RoyaleGiveaways - #Win a #casaWare Serenity 7-Piece #Tea Pot Set $70 value #LaPrimaShops #Teatime Enter Daily https://t.co/QoMiLnXLMy";FALSE;1;NA;2016-10-25 06:30:58;FALSE;NA;"790802815903936512";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"eltacosdepastor";0;FALSE;FALSE;NA;NA
"55";"How do you feel about Mocha Uson? Tweet us your answers using the #TeaTime.";FALSE;0;NA;2016-10-25 06:26:33;FALSE;NA;"790801705587777536";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"MAGISRadio";0;FALSE;FALSE;NA;NA
"56";"RT @cupandowl: Lovely autumn floral teacup&amp;saucers ON SALE! #teaparty #teatime #vintage #etsy #etsyfinds #shoppershour #giftsets https://t.…";FALSE;0;NA;2016-10-25 06:25:41;FALSE;NA;"790801484904407042";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"nerakmugnet";8;TRUE;FALSE;NA;NA
"57";"#RoyaleGiveaways - #Win a #casaWare Serenity 7-Piece #Tea Pot Set $70 value #LaPrimaShops #Teatime Enter Daily https://t.co/d19xJtNxT5";FALSE;0;NA;2016-10-25 06:08:46;FALSE;NA;"790797228990267392";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"PhilanthropicHR";0;FALSE;FALSE;NA;NA
"58";"RT @cupandowl: Lovely Manitoba crocus teacup&amp;saucer #Manitoba #Canada #etsy #etsyCanada #vintage #teatime #gifts #giftideas https://t.co/t3…";FALSE;0;NA;2016-10-25 06:06:25;FALSE;NA;"790796640026136576";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"nerakmugnet";5;TRUE;FALSE;NA;NA
"59";"RT @cupandowl: 8 Gorgeous pink rose plates by Royal Stafford #etsy #etsyfinds #giftideas #etsysocial #vintage #teaparty #teatime https://t.…";FALSE;0;NA;2016-10-25 06:05:14;FALSE;NA;"790796341714653184";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"Sophinegiam";13;TRUE;FALSE;NA;NA
"60";"@LeauFaavae who? What? When? Where? Why? How? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #TeaTime";FALSE;0;"LeauFaavae";2016-10-25 05:57:22;FALSE;"790779580755746816";"790794362753921024";"2362955761";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"shaeleau";0;FALSE;FALSE;NA;NA
"61";"Bit better rainy morning! ;)
.
X
.
#tea #teatime #instatea #tealife #ilovetea #teaaddict… https://t.co/vvEaOIctLT";FALSE;1;NA;2016-10-25 05:56:51;FALSE;NA;"790794230662856704";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"Ramm_777";0;FALSE;FALSE;"8.71363637";"50.58489887"
"62";"I know it's late but I'm craving a cup of pomegranate green tea #teatime #random";FALSE;0;NA;2016-10-25 05:46:27;FALSE;NA;"790791615489142784";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"ssmahrouka";0;FALSE;FALSE;NA;NA
"63";"Good morning, its #TeaTime and time of #peace <ed><U+00A0><U+00BC><ed><U+00BC><U+008D><ed><U+00A0><U+00BC><ed><U+00BC><U+008E><ed><U+00A0><U+00BC><ed><U+00BC><U+008F>#please https://t.co/guWMGSi9oy";FALSE;0;NA;2016-10-25 05:45:25;FALSE;NA;"790791352086892544";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"murubella";0;FALSE;FALSE;NA;NA
"64";"It's getting colder outside - time for a delicious cup of tea <U+2615><U+FE0F> #teatime #gentswithstyle #highlife #dapper #dandy… https://t.co/R8InDoiadj";FALSE;2;NA;2016-10-25 05:45:03;TRUE;NA;"790791260047024128";NA;"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>";"chyvary";0;FALSE;FALSE;NA;NA
"65";"RT @cupandowl: 8 Gorgeous pink rose plates by Royal Stafford #etsy #etsyfinds #giftideas #etsysocial #vintage #teaparty #teatime https://t.…";FALSE;0;NA;2016-10-25 05:39:57;FALSE;NA;"790789975906197504";NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";"Brumbleboutique";13;TRUE;FALSE;NA;NA
"66";"RT @fieldsofvintage: #ChristmasTree #TeapotSet / Creamer and Sugar #christmasteapot #teatime #teasetting https://t.co/8IZrG7O0zu  #etsy #ho…";FALSE;0;NA;2016-10-25 05:37:57;FALSE;NA;"790789476410793984";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>";"thriftyfifty6";4;TRUE;FALSE;NA;NA
"67";"#tea with #chagamushroom - the strongest #health promoting #herb <ed><U+00A0><U+00BC><ed><U+00BD><U+0084><ed><U+00A0><U+00BC><ed><U+00BD><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF>https://t.co/35uA8lzv5n  #TuesdayMotivation… https://t.co/VefmdFV9zF";FALSE;2;NA;2016-10-25 05:35:39;TRUE;NA;"790788896628019200";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"ChagaTeaTwi";0;FALSE;FALSE;NA;NA
"68";"RT @cupandowl: 8 Gorgeous pink rose plates by Royal Stafford #etsy #etsyfinds #giftideas #etsysocial #vintage #teaparty #teatime https://t.…";FALSE;0;NA;2016-10-25 05:25:50;FALSE;NA;"790786424073322496";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"stanrails_store";13;TRUE;FALSE;NA;NA
"69";"RT @fieldsofvintage: #ChristmasTree #TeapotSet / Creamer and Sugar #christmasteapot #teatime #teasetting https://t.co/8IZrG7O0zu  #etsy #ho…";FALSE;0;NA;2016-10-25 05:24:14;FALSE;NA;"790786022053249024";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"BCsBargainBin";4;TRUE;FALSE;NA;NA
"70";"RT @fieldsofvintage: #ChristmasTree #TeapotSet / Creamer and Sugar #christmasteapot #teatime #teasetting https://t.co/8IZrG7O0zu  #etsy #ho…";FALSE;0;NA;2016-10-25 05:23:52;FALSE;NA;"790785928897769472";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"eclectorium";4;TRUE;FALSE;NA;NA
"71";"#ChristmasTree #TeapotSet / Creamer and Sugar #christmasteapot #teatime #teasetting https://t.co/8IZrG7O0zu  #etsy… https://t.co/RexCijcmNS";FALSE;1;NA;2016-10-25 05:20:04;TRUE;NA;"790784974991556608";NA;"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>";"fieldsofvintage";4;FALSE;FALSE;NA;NA
"72";"Little happiness in the afternoon!
#Taichung #Teatime #Michelin #Dessert #CJSJ https://t.co/AdCOfMaOek";FALSE;1;NA;2016-10-25 05:18:57;FALSE;NA;"790784691959767040";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Pomeloyiu";0;FALSE;FALSE;NA;NA
"73";"Tea time while i watch x men with my dad <U+2615><U+FE0F><U+FE0F>¢<U+FE0F> #tea #teatime #pepperminttea #organic #herbal https://t.co/fbIYUs8XNc";FALSE;1;NA;2016-10-25 05:06:23;FALSE;NA;"790781531102949376";NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";"RunnerS93";0;FALSE;FALSE;NA;NA
"74";"RT @cupandowl: 8 Gorgeous pink rose plates by Royal Stafford #etsy #etsyfinds #giftideas #etsysocial #vintage #teaparty #teatime https://t.…";FALSE;0;NA;2016-10-25 04:56:06;FALSE;NA;"790778941028044800";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"KapomCrafts";13;TRUE;FALSE;NA;NA
